Row.names	MeanDecreaseAccuracy	MeanDecreaseGini	Rank_Gini_RF	s1	abs_coeff	Rank_absC_ENET	RankProd	RankProd_Rank
dab2ip	0.278738557247035	0.195561787674027	464	0	0	542.5	251720	498
dcc	1.05510060908054	0.217631769939036	388	0.0715151783670011	0.0715151783670011	124	48112	188
ddost	-1.69986801160952	0.217709371746812	387	-0.0388092182501047	0.0388092182501047	174	67338	236
diaph3	1.01962136265977	0.557980630597993	61	-0.00367771399787144	0.00367771399787144	244	14884	111
dip2a	2.23479524445298	0.23352768082435	333	0	0	542.5	180652.5	402
dip2c	0.316554932896213	0.313250606398292	186	0	0	542.5	100905	295
dlg1	0.129920822147481	0.126330714456589	754	0	0	542.5	409045	761
dlg3	1.7329276688858	0.250813800664938	292	-0.117774207556095	0.117774207556095	77	22484	135
dlgap1	0.608199628496709	0.0866545129915548	816	0	0	542.5	442680	816
dnm1	2.29587089241515	0.198657640386533	451	0	0	542.5	244667.5	488
dnmt1	1.9821377424288	0.181584206231786	532	0	0	542.5	288610	557
dock3	-0.0207939504368716	0.12886051483102	743	0	0	542.5	403077.5	751
drp2	0.103610586697609	0.0937946262012106	813	0.0220044477083422	0.0220044477083422	207	168291	386
dscam	-0.27443951894026	0.158963065431912	632	0	0	542.5	342860	649
dst	0.428215971844705	0.160980996309732	624	0	0	542.5	338520	642
ebf1	0.859790664478492	0.164749372867571	604	0	0	542.5	327670	623
edil3	3.70967226384417	0.312214543043071	189	-0.226728159792366	0.226728159792366	33	6237	70
eef1b2	0.469718592483236	0.237213914671489	323	0	0	542.5	175227.5	393
efna5	0.139065034233792	0.330881913570572	166	0	0	542.5	90055	276
efnb1	0.992263199027468	0.231535763091839	338	-0.0630936724123294	0.0630936724123294	138	46644	183
efnb3	1.30979107826584	0.105845289146983	795	-0.0687028235786318	0.0687028235786318	130	103350	299
eif5a	0.909849295829917	0.269593074165814	258	0.0297255600079974	0.0297255600079974	191	49278	190
elavl2	-0.767325856383294	0.196410613371941	459	0.0592479170181764	0.0592479170181764	143	65637	231
elavl3	0.862994256532169	0.245538023002531	307	0	0	542.5	166547.5	384
elavl4	-1.14670651244089	0.21282640857772	401	0	0	542.5	217542.5	447
eno1	1.78838891371868	0.370754436227136	130	0	0	542.5	70525	244
epha5	-0.484958587508379	0.162923844507009	614	0	0	542.5	333095	632
fabp7	0.448886375785163	0.177661832896856	555	0.192042199039872	0.192042199039872	43	23865	138
fam131a	1.23590580268336	0.202691591222655	430	0.00704682055382616	0.00704682055382616	240	103200	298
fam184a	1.13352366430849	0.105796462942175	796	0	0	542.5	431830	797
fam19a2	0.931658317712306	0.189173984558929	503	0	0	542.5	272877.5	530
fam19a5	0.395909833608714	0.178284486750397	551	0	0	542.5	298917.5	576
fam222a	1.04903758518215	0.284832862502507	230	0	0	542.5	124775	331
fam65b	1.82020010612555	0.287290089523716	225	0	0	542.5	122062.5	327
fat2	2.05112422408318	0.276280240740597	244	0	0	542.5	132370	340
fat4	-2.10294630464725	0.187777997211887	513	0	0	542.5	278302.5	539
fbrsl1	1.67373889448745	0.242693752984007	316	0.0673403386362148	0.0673403386362148	132	41712	165
fchsd2	-0.689309099457828	0.263060202884389	269	0.115387498307949	0.115387498307949	83	22327	134
fgf13	1.80568993913208	0.291588032592078	216	-0.082187661993307	0.082187661993307	111	23976	139
fgfr2	1.79896309598623	0.254029871331206	282	0	0	542.5	152985	364
fgl2	1.44277734635245	0.326596091135108	168	-0.294214323667218	0.294214323667218	19	3192	49
fn1	1.08354736356201	0.402168545169616	113	0.171250787120145	0.171250787120145	52	5876	68
foxo3	0.174926043737665	0.156875886215368	642	0	0	542.5	348285	658
foxp1	-0.746330116592226	0.374125586839143	128	0	0	542.5	69440	241
foxp2	0.936642598535742	0.237199152715376	324	0	0	542.5	175770	394
frmd4a	-0.110257140042854	0.154670713826947	656	0	0	542.5	355880	670
fstl4	1.15087312593566	0.178783893874387	548	0	0	542.5	297290	573
fstl5	0.27943333048801	0.0996996480648732	807	0	0	542.5	437797.5	808
furin	1.12259667253876	0.222995608103109	366	0	0	542.5	198555	425
gabbr1	-0.133129258951047	0.195769111018936	462	0	0	542.5	250635	497
gabbr2	-1.19435014455699	0.0987249736657599	808	0	0	542.5	438340	809
gabrd	0.632691744718913	0.167076776017754	597	0	0	542.5	323872.5	617
galnt9	0.697753021371677	0.152672542476935	662	0	0	542.5	359135	676
gapdhs	4.17508972845583	1.41258134759803	14	-0.427612839586723	0.427612839586723	8	112	9
gli3	0.834456495338034	0.317252085430882	180	0.156258153057241	0.156258153057241	62	11160	95
glrb	1.17631254946632	0.185660132780036	521	0	0	542.5	282642.5	547
gnaz	2.18744426206122	0.174725920289283	566	0	0	542.5	307055	590
gng2	1.60786062056531	0.17578437533539	561	0	0	542.5	304342.5	585
gphn	1.17930469367724	0.109226663396551	788	-0.0311602062827714	0.0311602062827714	185	145780	354
gpm6b	-0.415705574411401	0.309231902970726	194	-0.18092492425748	0.18092492425748	48	9312	85
gpr153	1.31021212682058	0.202300221748343	434	0	0	542.5	235445	473
gramd1b	1.40663178892285	0.233909417140965	332	0.00792027778499903	0.00792027778499903	237	78684	256
greb1l	-0.582625907225629	0.124900285214079	758	0	0	542.5	411215	765
gria2	1.53215795789508	0.288126835335172	223	0	0	542.5	120977.5	325
gria3	1.14778032731299	0.157521762712779	636	-0.0584715573245291	0.0584715573245291	144	91584	278.5
grid2	1.12340820843522	0.193632791596326	479	0	0	542.5	259857.5	508
grik3	1.6684581106435	0.179331019227094	543	0	0	542.5	294577.5	568
grik5	0.781806258229304	0.217441531720871	389	0	0	542.5	211032.5	439
grip2	1.84806584813104	0.18985172126695	500	0	0	542.5	271250	527
grm5	1.5288378373927	0.243387650628938	314	-0.0177532570991119	0.0177532570991119	216	67824	238
grm8	0.973237751190082	0.16139444503893	620	0	0	542.5	336350	638
hdac5	2.29408278521277	0.189082916183435	504	0	0	542.5	273420	531
hectd2	5.36389996387324	0.992306849089245	25	0.338042705721724	0.338042705721724	10	250	13
helz2	4.02359039688463	1.99241740693595	10	-0.275537950088951	0.275537950088951	21	210	12
hs6st1	-2.26959164611551	0.23232209776229	336	0	0	542.5	182280	404
hspa5	0.725313200999592	0.239763189506414	320	0	0	542.5	173600	390
hspg2	0.405745476546097	0.162778858747338	616	0	0	542.5	334180	634
igdcc3	-0.787026456935088	0.129955178643672	737	0	0	542.5	399822.5	745
iglon5	1.28905029388458	0.113084611665385	777	0	0	542.5	421522.5	781
igsf21	0.394681736309226	0.352438625327347	142	-0.00817103875416594	0.00817103875416594	236	33512	151
igsf9b	1.27267737927828	0.154844800908937	655	0	0	542.5	355337.5	669
il1rapl1	1.05928197502617	0.178837324229749	547	0	0	542.5	296747.5	572
inpp4b	2.21949857566455	0.214462138702261	395	0.122587177880148	0.122587177880148	74	29230	144
inpp5a	1.47421488245878	0.426917569652174	93	0.168903562729675	0.168903562729675	55	5115	62
iqsec3	1.3949221408282	0.180279288441741	537	0	0	542.5	291322.5	562
irf8	1.12905476940968	0.519920421941998	69	0	0	542.5	37432.5	155
itm2b	1.73363975587393	0.441231766679498	88	0	0	542.5	47740	187
kcna4	0.192767821881848	0.128257037684133	747	0	0	542.5	405247.5	754
kcnip1	-0.559417462801932	0.147998700704726	677	0	0	542.5	367272.5	689
kcnip2	1.93012361120731	0.356768282890624	140	0	0	542.5	75950	252
kcnj10	-0.215063895726128	0.197906921156311	454	0	0	542.5	246295	491
kcnma1	0.431057807239399	0.300679469314855	209	0	0	542.5	113382.5	314
kctd16	1.06072058806387	0.188104268570083	511	0	0	542.5	277217.5	537
khdrbs3	0.142156196373506	0.169731401988627	587	0	0	542.5	318447.5	607
kiaa1549l	-0.323480740812709	0.087228743051167	815	0	0	542.5	442137.5	815
kiaa2022	1.0109574235283	0.157325744426842	638	0	0	542.5	346115	654
kif26a	-0.911047887096999	0.263790822919279	267	-0.0564110199892895	0.0564110199892895	145	38715	159
kif26b	-0.631750269964834	0.118300257370422	771	0	0	542.5	418267.5	776
kirrel3	1.96466767840637	0.13543575518348	721	0	0	542.5	391142.5	730
klhdc8b	1.72302606063257	0.157123711787796	639	0	0	542.5	346657.5	655
klhl29	2.23714247119171	0.229179580129083	345	0	0	542.5	187162.5	411
ksr2	0.108845903864813	0.112967736996164	779	0	0	542.5	422607.5	783
l1cam	1.06577681176977	0.161033369057318	622	0	0	542.5	337435	640
ldb2	1.4216136479227	0.167890124884986	596	0	0	542.5	323330	616
lhfp	-0.318485001546516	0.176694476880128	558	0	0	542.5	302715	582
lig1	-0.39138516162258	0.132835989633117	729	0	0	542.5	395482.5	737
limch1	1.84141746959633	0.175415107647594	564	0	0	542.5	305970	588
lmo1	1.9993269338342	0.123890301027805	760	0	0	542.5	412300	767
lmtk3	0.417246751288171	0.192907178816962	484	0	0	542.5	262570	513
LOC107372333	0.639156041415379	0.308734280394879	196	-0.0346999198429121	0.0346999198429121	180	35280	153
LOC107372375	7.16763909173879	3.20429996239194	4	-0.298184448362075	0.298184448362075	17	68	6
LOC107372614	1.99048854694957	0.150441770786115	671	0	0	542.5	364017.5	683
LOC107372638	1.35461761192199	0.542390275885823	64	-0.0205786377829295	0.0205786377829295	209	13376	104
LOC107372832	0.208423923806516	0.245521932610634	308	0	0	542.5	167090	385
LOC107373092	1.82575103171735	0.85554008722967	30	-0.287817849253787	0.287817849253787	20	600	20
LOC107373166	3.30873135905763	0.782465489147541	38	-0.0282285247324554	0.0282285247324554	196	7448	81
LOC107373192	1.47712590703165	0.275389498713074	246	0.0128183114415182	0.0128183114415182	225	55350	210
LOC107373707	1.45703076538037	0.135074848845238	722	0	0	542.5	391685	731
LOC107373739	1.65297339655883	0.285552617634531	226	0	0	542.5	122605	328
LOC107373803	1.69372879066828	0.190423988247734	495	0	0	542.5	268537.5	523
LOC107373896	2.50790005365348	0.800128822766279	34	0.00605144649699736	0.00605144649699736	241	8194	83
LOC107374080	-0.18307713471083	0.168407706786529	593	0	0	542.5	321702.5	613
LOC107374329	2.66660109513053	0.608015881922023	51	0	0	542.5	27667.5	143
LOC107374424	0.517057221836315	0.320880309612492	173	0	0	542.5	93852.5	281
LOC107374708	1.87792037243014	0.224144580606921	360	0	0	542.5	195300	420
LOC107374776	0.155026177706939	0.0746791548451713	821	0	0	542.5	445392.5	821
LOC107374801	2.09644904706087	0.0806551466731398	818	0	0	542.5	443765	818
LOC107374876	1.57240419049092	0.370138637138492	131	-0.167137328045199	0.167137328045199	58	7598	82
LOC107374898	-0.660357317274657	0.173793562908874	575	0	0	542.5	311937.5	598
LOC107374933	1.64605050942743	0.54999776440631	62	0.0752509236514148	0.0752509236514148	119	7378	80
LOC107375116	1.15286609563476	0.176957540089204	557	0	0	542.5	302172.5	581
LOC107375132	0.980278369046083	0.0803430781549931	819	0	0	542.5	444307.5	819
LOC107375202	1.26797069268238	0.210747014541853	409	0	0	542.5	221882.5	453
LOC107375207	1.98923728686666	0.187026264835689	516	0	0	542.5	279930	542
LOC107375212	1.76986834668534	0.23647872304197	329	0	0	542.5	178482.5	399
LOC107375482	0.0885113589838171	0.463447862423604	81	0.0491524361653926	0.0491524361653926	155	12555	102
LOC107375831	0.520619267674436	0.114462191187066	775	0	0	542.5	420437.5	779
LOC107375851	0.862751371329209	0.410738784426283	108	0	0	542.5	58590	219
LOC107375908	-0.855694100062239	0.340572568746175	156	0	0	542.5	84630	265
LOC107375932	2.46763232291196	0.105855401104272	794	0	0	542.5	430745	796
LOC107375957	0.177245195775958	0.130331025368086	734	0	0	542.5	398195	742
LOC107375999	1.46992048473918	0.212897487850188	400	0	0	542.5	217000	446
LOC107376036	1.22241462933647	0.271239281190301	255	0.0116108818365357	0.0116108818365357	229	58395	218
LOC107376042	1.14467665800705	0.307788764182274	198	0	0	542.5	107415	303
LOC107376132	-0.20937126939542	0.350100259081213	147	0	0	542.5	79747.5	258
LOC107376222	4.45469456111899	1.43075884903708	12	-0.275267059599312	0.275267059599312	22	264	14
LOC107376256	-0.413968173964017	0.147603944421153	678	0	0	542.5	367815	690
LOC107376289	9.91882634107158	4.93512104420971	2	-0.692825554890881	0.692825554890881	1	2	1
LOC107376361	2.44542913874895	1.06105795445228	22	-0.238368547007891	0.238368547007891	30	660	21
LOC107376384	0.0815218151812967	0.128934974042646	742	0	0	542.5	402535	750
LOC107376452	1.13447768496912	0.30613275861788	200	0	0	542.5	108500	306
LOC107376518	0.41499388438246	0.174369330173215	570	0	0	542.5	309225	594
LOC107376528	-0.132332824235617	0.41835473627092	101	0	0	542.5	54792.5	205
LOC107376625	1.29626517193216	0.142430756657838	693	0	0	542.5	375952.5	704
LOC107376653	1.65767833694648	0.119143316107237	768	0	0	542.5	416640	773
LOC107376678	0.000611522335916696	0.155474555019624	651	0	0	542.5	353167.5	666
LOC107376712	0.139565468639204	0.142599794169609	692	0	0	542.5	375410	703
LOC107376747	0.271911354369836	0.112144161603604	783	0	0	542.5	424777.5	787
LOC107376780	-1.06668155988822	0.181841861891383	531	0	0	542.5	288067.5	556
LOC107376789	0.441154153549588	0.167991268191737	595	0	0	542.5	322787.5	615
LOC107376893	-1.11645263287071	0.315981680524533	183	0	0	542.5	99277.5	290
LOC107376919	-1.5947142477472	0.126248669438448	755	0	0	542.5	409587.5	762
LOC107377035	2.18730777382486	0.194985504093063	468	-0.00494597390538008	0.00494597390538008	243	113724	315
LOC107377079	1.9522878037811	0.146711525977155	682	0	0	542.5	369985	694
LOC107377125	0.222592595950566	0.24587446110737	305	0	0	542.5	165462.5	383
LOC107377141	0.6661131810694	0.221535749596784	370	0	0	542.5	200725	429
LOC107377144	0.378939383379428	0.302187134465942	207	0.092019392383394	0.092019392383394	101	20907	129
LOC107377204	0.81880005226931	0.357046947694524	139	0.0961838594399156	0.0961838594399156	96	13344	103
LOC107377209	0.121939362530833	0.326349132612143	169	-0.017130980389676	0.017130980389676	218	36842	154
LOC107377216	1.19952502686906	0.287889167657694	224	0.0855357965589012	0.0855357965589012	109	24416	141
LOC107377226	-0.138726773591788	0.129585421803501	739	0	0	542.5	400907.5	747
LOC107377233	0.47554445705518	0.24496055940288	310	0.186822110065905	0.186822110065905	46	14260	109
LOC107377409	1.77624744877531	0.216752941840175	390	0	0	542.5	211575	440
LOC107377414	-0.0220358273135053	0.85882107184395	29	0.170249988597712	0.170249988597712	54	1566	34
LOC107377447	-0.2521217418026	0.137661630664328	712	0	0	542.5	386260	722
LOC107377564	0.418650636225532	0.152985125191725	661	0	0	542.5	358592.5	675
LOC107377647	2.38787104736066	0.217942193701217	384	0	0	542.5	208320	438
LOC107377726	-0.877008064973016	0.138521236602016	707	0	0	542.5	383547.5	718
LOC107377760	-0.0111938501594257	0.10368833023186	802	0	0	542.5	435085	803
LOC107377826	0.0923206974974225	0.174713590173829	567	0	0	542.5	307597.5	591
LOC107377833	1.51106800128461	0.152280850641417	666	0.00319573792055986	0.00319573792055986	245	163170	378
LOC107377899	0.549082207023795	0.266210094250901	262	0	0	542.5	142135	349
LOC107378124	0.153984431812713	0.136107199941114	718	0	0	542.5	389515	727
LOC107378305	1.4120994977612	0.217845494023671	386	-0.073022149030236	0.073022149030236	121	46706	184
LOC107378372	1.68678503912284	0.473630320886851	78	0.692657114750681	0.692657114750681	2	156	10
LOC107378402	1.5140351817712	0.106152249187566	793	0	0	542.5	430202.5	795
LOC107378608	0.701891721866672	0.169227120620768	589	0	0	542.5	319532.5	609
LOC107378636	1.22435048519565	0.225554137207883	356	-0.0146581425673951	0.0146581425673951	220	78320	255
LOC107378702	0.369614799080632	0.264699636301477	265	0.0259559849811383	0.0259559849811383	202	53530	203
LOC107378757	-0.0199045128693847	0.121498104764778	766	0	0	542.5	415555	771
LOC107378816	0.490974692683396	0.141377312912375	697	0	0	542.5	378122.5	708
LOC107378920	-0.314522107522823	0.444307213278065	87	0	0	542.5	47197.5	186
LOC107378928	2.36213440380136	1.42057695872811	13	0.190831295988303	0.190831295988303	44	572	18
LOC107378982	-0.644228326103332	0.102121404150357	804	0	0	542.5	436170	805
LOC107379070	0.115565561707782	0.202223788387673	435	0	0	542.5	235987.5	474
LOC107379150	0.864715518402255	0.132920035894019	728	0	0	542.5	394940	736
LOC107379168	1.31062711394203	0.202465517949252	432	-0.103512244450609	0.103512244450609	89	38448	157
LOC107379212	1.75261359214085	0.247515675611162	300	0	0	542.5	162750	377
LOC107379220	3.58371266122014	1.32741761418216	17	-0.294644546282864	0.294644546282864	18	306	15
LOC107379223	5.62586836506876	2.40612573225693	9	-0.15521850888544	0.15521850888544	64	576	19
LOC107379263	1.73825325832802	0.350447923687161	146	-0.0176092897419913	0.0176092897419913	217	31682	148
LOC107379287	1.85061889193036	0.246199672874261	304	0	0	542.5	164920	382
LOC107379332	0.172326404752123	0.10093932501933	805	0	0	542.5	436712.5	806
LOC107379380	0.820409814511978	0.168521577675309	592	0	0	542.5	321160	612
LOC107379392	1.84341199235851	0.252789090420895	287	0	0	542.5	155697.5	368
LOC107379395	5.26595655026227	1.19436597785525	19	0.127729672608605	0.127729672608605	71	1349	29
LOC107379397	2.14119500505844	0.513848317592124	71	0	0	542.5	38517.5	158
LOC107379419	2.33722417669221	0.406702592781353	110	-0.0540557165008126	0.0540557165008126	148	16280	114
LOC107379425	0.485898870421727	0.363704291772056	134	-0.0644461071676565	0.0644461071676565	137	18358	125
LOC107379435	0.58398190385312	0.416518097650099	102	0	0	542.5	55335	209
LOC107379495	1.76925497092703	0.135926940772688	720	0	0	542.5	390600	729
LOC107379575	0.852078650325918	0.157501364048497	637	0	0	542.5	345572.5	653
LOC107379598	2.97369200888435	0.670637188670915	46	0.0518370125130461	0.0518370125130461	151	6946	77
LOC107379630	-0.631075870292163	0.179736314348931	541	0	0	542.5	293492.5	566
LOC107379789	-1.73180777079209	0.241514341538945	319	0.0180402124091458	0.0180402124091458	215	68585	240
LOC107379846	1.28051462668707	0.275955598315504	245	-0.0404256052317806	0.0404256052317806	171	41895	167
LOC107379864	3.00407924896005	0.744555197996415	41	0.0439101309203793	0.0439101309203793	164	6724	74
LOC107379868	4.81941944567687	2.60608898788933	7	-0.314050578694979	0.314050578694979	14	98	8
LOC107379933	1.31877465309843	0.190856134622298	492	0	0	542.5	266910	521
LOC107380147	2.17247437396524	0.13818524257875	709	0	0	542.5	384632.5	720
LOC107380234	1.61292403659358	0.137238040719176	713	0	0	542.5	386802.5	723
LOC107380261	2.65671513168429	0.394818899863546	115	0	0	542.5	62387.5	223
LOC107380311	0.0641194533616924	0.131888656306491	730	0	0	542.5	396025	738
LOC107380316	0.795059066957005	0.209576951745883	414	0	0	542.5	224595	457
LOC107380412	1.61809128845838	0.161019407562198	623	0	0	542.5	337977.5	641
LOC107380443	-2.08530079963017	0.248358814409484	298	0	0	542.5	161665	375
LOC107380463	1.69872996604161	0.321645517849835	171	0.319802801156916	0.319802801156916	12	2052	38
LOC107380623	4.69705825047516	0.649585574614648	47	-0.103496707924871	0.103496707924871	90	4230	58
LOC107380695	0.151796940987182	0.112963977391691	780	0	0	542.5	423150	784
LOC107380714	1.50354964744038	0.164360785924328	606	0	0	542.5	328755	625
LOC107380725	0.241933515614787	0.274297872137083	248	-0.0306585192165949	0.0306585192165949	187	46376	179
LOC107380774	0.225159337077145	0.227363701673344	351	0	0	542.5	190417.5	413
LOC107380776	2.00970464347013	0.418592303329294	99	0	0	542.5	53707.5	204
LOC107380782	0.0692532291462284	0.532253695956797	65	0	0	542.5	35262.5	152
LOC107380823	1.63632470138546	0.35081375874645	145	0.0485651375230844	0.0485651375230844	157	22765	136
LOC107380902	3.24027374056952	0.878138158576819	28	-0.173071505878651	0.173071505878651	51	1428	31
LOC107380922	2.194045244708	0.160305351904607	628	0	0	542.5	340690	645
LOC107380938	-0.0690277025700113	0.117806907357407	772	0	0	542.5	418810	777
LOC107380958	0.846760828765302	0.342595541828546	154	-0.158466102704432	0.158466102704432	61	9394	86
LOC107380961	-0.469268919306152	0.210798504207686	408	0	0	542.5	221340	452
LOC107380965	0.739159083422883	0.155740189274848	650	-0.038232734161153	0.038232734161153	175	113750	316
LOC107380986	2.26062913392228	0.219333009310063	380	0	0	542.5	206150	436
LOC107380999	0.263052568264505	0.312335873589497	188	0.0970309089917848	0.0970309089917848	95	17860	121.5
LOC107381054	-1.4377221477983	0.102546969219385	803	0	0	542.5	435627.5	804
LOC107381055	-0.112013591271853	0.173113566527503	577	-0.0261560341396823	0.0261560341396823	201	115977	320
LOC107381071	0.145424145184363	0.191458729444052	488	0	0	542.5	264740	517
LOC107381078	1.32889225290343	0.319719165062621	176	0	0	542.5	95480	285
LOC107381155	-0.879207565928274	0.128502869506201	745	0	0	542.5	404162.5	753
LOC107381236	6.92602127493232	3.1244841675752	5	-0.48455873958962	0.48455873958962	5	25	4
LOC107381253	1.92259128421657	0.156960301811168	640	0	0	542.5	347200	656
LOC107381266	2.46081107814583	0.792717034213641	36	-0.181431779570072	0.181431779570072	47	1692	35
LOC107381454	-0.2390026565807	0.190373029360467	497	0.0140001816971422	0.0140001816971422	221	109837	309
LOC107381551	1.23960828627608	0.208936851623347	415	0	0	542.5	225137.5	458
LOC107381613	5.09980397530312	1.32990279329371	16	-0.0195749707385987	0.0195749707385987	211	3376	52
LOC107381668	0.364369535422647	0.34244805992174	155	0.103172395253627	0.103172395253627	91	14105	108
LOC107381692	2.78832009509189	0.194821246699552	469	-0.0740302752980227	0.0740302752980227	120	56280	213
LOC107381708	1.47335960477112	0.153537421367158	660	0	0	542.5	358050	674
LOC107381795	0.713050618345019	0.263475286832557	268	0	0	542.5	145390	353
LOC107381863	-2.53087172374898	0.139870791667112	702	0	0	542.5	380835	713
LOC107381928	1.09525595941575	0.428250020604099	92	0	0	542.5	49910	193
LOC107381931	-0.00791320408037915	0.177818814114625	554	0	0	542.5	300545	579
LOC107382039	1.42956708615173	0.156329507096687	646	0	0	542.5	350455	662
LOC107382167	3.66779359053608	0.221060352074726	372	0	0	542.5	201810	430
LOC107382168	1.23331406409687	0.144118628616956	687	0.0287675288470364	0.0287675288470364	194	133278	341
LOC107382177	0.373603218995755	0.118592173298555	770	0	0	542.5	417725	775
LOC107382180	1.89493902952427	0.392165773633191	118	0	0	542.5	64015	228
LOC107382181	1.13547260419791	0.246842224649789	302	0	0	542.5	163835	380
LOC107382198	1.45014252661826	0.232517131136527	335	0	0	542.5	181737.5	403
LOC107382233	-0.951806088589164	0.163460725593704	610	0.0294742133187198	0.0294742133187198	193	117730	322
LOC107382270	1.64199642780309	0.285391221968942	227	0.165993346303223	0.165993346303223	59	13393	105
LOC107382479	1.28671394430647	0.183085296018532	527	0	0	542.5	285897.5	553
LOC107382684	1.22502319528985	0.140146269427738	701	0	0	542.5	380292.5	712
LOC107382746	-1.08287996958496	0.112950938066242	781	0	0	542.5	423692.5	785
LOC107382807	-1.29299762643612	0.21399293175291	396	0	0	542.5	214830	443
LOC107382845	0.490044121884722	0.11701972790289	773	0	0	542.5	419352.5	778
LOC107382943	0.858633653490414	0.271944163607733	253	0.0987721459036455	0.0987721459036455	92	23276	137
LOC107383076	-0.239804776978757	0.3214785374701	172	0	0	542.5	93310	280
LOC107383082	1.60187124867777	0.172307430052061	579	0	0	542.5	314107.5	599
LOC107383368	-1.18192959885113	0.127083758672662	752	0	0	542.5	407960	759
LOC107383419	-0.629876922602135	0.146861293007827	681	0	0	542.5	369442.5	693
LOC107383425	-0.513975766992935	0.227415123299603	349	0	0	542.5	189332.5	412
LOC107383427	1.56417261549024	0.258220870131494	274	-0.150227624839047	0.150227624839047	66	18084	123
LOC107383439	3.27058507701307	0.921306115630236	27	0.204918098850027	0.204918098850027	38	1026	25
LOC107383779	-1.20762701431242	0.159773313097682	629	0	0	542.5	341232.5	646
LOC107383864	-1.52415533784663	0.180783327322258	535	0	0	542.5	290237.5	560
LOC107383869	0.0264200938421076	0.171674027845194	582	0	0	542.5	315735	602
LOC107383893	2.58062052893985	0.206120302307209	422	0.0496216824564129	0.0496216824564129	154	64988	229
LOC107383914	1.39394390573956	0.196865060764775	456	0	0	542.5	247380	493
LOC107383950	2.01127585179418	0.135996043372443	719	0	0	542.5	390057.5	728
LOC107383951	-0.916920840847166	0.251841927694218	291	0	0	542.5	157867.5	370
LOC107384018	2.63644217317454	0.381719039520287	121	0	0	542.5	65642.5	232
LOC107384047	1.49089014706433	0.170921584226341	584	0	0	542.5	316820	604
LOC107384072	1.38089358127303	0.267070643779267	260	0.036435759705133	0.036435759705133	179	46540	182
LOC107384087	2.71360096170025	0.572640252753259	58	-0.116440483972414	0.116440483972414	79	4582	59
LOC107384117	1.30817046552603	0.185122538097961	524	0	0	542.5	284270	550
LOC107384119	2.26937699839984	0.290071617851436	218	-0.0238445988372159	0.0238445988372159	204	44472	174
LOC107384125	1.67718235889297	0.13688964017933	714	0	0	542.5	387345	724
LOC107384130	0.971922894995896	0.19934364795493	446	0	0	542.5	241955	483
LOC107384193	1.19246491776497	0.127036178068842	753	0	0	542.5	408502.5	760
LOC107384195	2.04672985228573	0.196308346184483	460	-0.0606148971635152	0.0606148971635152	142	65320	230
LOC107384204	0.496412644999431	0.156212754481291	647	0	0	542.5	350997.5	663
LOC107384393	2.18981573339202	0.281058106137757	233	-0.0884302907282888	0.0884302907282888	104	24232	140
LOC107384407	0.518479512565298	0.199029347677726	448	0	0	542.5	243040	485
LOC107384523	-0.26031862360114	0.315801969188191	185	0	0	542.5	100362.5	293
LOC107384730	1.08563836450138	0.218703308912216	381	-0.0274697482237043	0.0274697482237043	197	75057	251
LOC107384860	-0.987100711276696	0.122873022095681	764	0.0484845936731692	0.0484845936731692	159	121476	326
LOC107384900	1.84776646023773	0.19461679454063	470	0	0	542.5	254975	501
LOC107385006	0.307788554300127	0.474236779863687	77	0.126770154552256	0.126770154552256	73	5621	67
LOC107385068	0.465390182326103	0.380538539323335	125	0	0	542.5	67812.5	237
LOC107385072	0.478995714360943	0.30590409470432	201	0	0	542.5	109042.5	307
LOC107385077	2.066038317237	0.528955630257139	67	-0.0207387737712283	0.0207387737712283	208	13936	107
LOC107385112	1.92271190864095	0.195006597062092	467	-0.00136028151678768	0.00136028151678768	254	118618	323
LOC107385116	0.415183426790036	0.202309325534453	433	0	0	542.5	234902.5	472
LOC107385129	0.80546131981382	0.265820299074348	263	0	0	542.5	142677.5	350
LOC107385140	0.0133091705442275	0.156960124975964	641	0	0	542.5	347742.5	657
LOC107385161	0.61217238302286	0.312143217056487	190	0	0	542.5	103075	297
LOC107385191	-0.289804637767944	0.138339502017596	708	0	0	542.5	384090	719
LOC107385213	-1.91526640965519	0.255752918675336	278	0	0	542.5	150815	361
LOC107385433	2.14736573576007	0.164215163981685	607	0	0	542.5	329297.5	626
LOC107385527	1.74393816807243	0.425673813442543	94	0	0	542.5	50995	194
LOC107385564	1.20698707071354	0.192889380943393	485	0	0	542.5	263112.5	514
LOC107385633	-0.444364108760231	0.170302054820785	585	0	0	542.5	317362.5	605
LOC107385805	1.08894205204057	0.740475812671225	42	0.115660650840046	0.115660650840046	82	3444	53
LOC107385831	1.31051640287056	0.300391904866906	210	0	0	542.5	113925	317
LOC107385867	-0.908373265192269	0.200563533912565	442	0	0	542.5	239785	479
LOC107385876	0.806015934921754	0.174366063805034	571	0	0	542.5	309767.5	595
LOC107385897	1.28362997116738	0.190397484692952	496	0	0	542.5	269080	524
LOC107385928	1.49292627786993	0.125572652256255	756	0	0	542.5	410130	763
LOC107386033	1.37325689351285	0.127570845682191	751	0	0	542.5	407417.5	758
LOC107386093	-0.79601766051647	0.177075475495246	556	0	0	542.5	301630	580
LOC107386274	0.637730107298269	0.27317575408342	251	0	0	542.5	136167.5	343
LOC107386326	1.63514142456656	0.248991017806558	296	0	0	542.5	160580	374
